1000,-300.63
2000,-220.6
3000,-249.74000000000007
4000,-273.78
5000,-179.95
6000,-258.43000000000006
7000,-174.35
8000,-170.68000000000004
9000,-190.23000000000002
10000,-230.99000000000004
11000,-164.81
12000,-178.42
13000,-203.22999999999996
14000,-104.18999999999997
15000,-122.57999999999998
16000,-66.52999999999999
17000,-34.560000000000024
18000,-40.53000000000002
19000,-34.87000000000002
20000,-53.58000000000001
21000,-32.740000000000016
22000,-38.04000000000001
23000,-34.21000000000001
24000,-31.490000000000013
25000,-29.780000000000015
26000,-28.200000000000003
27000,-26.300000000000008
28000,-45.15
29000,-34.78999999999999
30000,-24.77000000000001
31000,-26.99000000000001
32000,-50.96
33000,-29.500000000000004
34000,-31.530000000000012
35000,-29.14000000000001
36000,-22.190000000000005
37000,-20.599999999999998
38000,-27.370000000000005
39000,-19.26
40000,-21.97
41000,-27.900000000000002
42000,-19.15
43000,-21.759999999999998
44000,-18.23
45000,-19.349999999999998
46000,-17.16
47000,-22.91
48000,-14.28
49000,-13.580000000000002
50000,-14.44
51000,-14.559999999999999
52000,-13.16
53000,-23.07
54000,-16.48
55000,-15.350000000000001
56000,-14.459999999999999
57000,-17.9
58000,-14.86
59000,-14.84
60000,-14.329999999999998
61000,-15.209999999999999
62000,-15.67
63000,-12.91
64000,-13.589999999999998
65000,-13.379999999999999
66000,-12.59
67000,-16.82
68000,-13.03
69000,-13.229999999999999
70000,-11.82
71000,-11.81
72000,-13.009999999999998
73000,-13.879999999999999
74000,-11.29
75000,-12.66
76000,-14.02
77000,-13.02
78000,-12.509999999999998
79000,-10.89
80000,-15.879999999999999
81000,-13.069999999999999
82000,-11.77
83000,-13.339999999999998
84000,-11.879999999999999
85000,-10.989999999999998
86000,-11.6
87000,-14.450000000000001
88000,-13.05
89000,-12.07
90000,-12.93
91000,-13.459999999999999
92000,-12.629999999999999
93000,-12.229999999999999
94000,-13.11
95000,-11.45
96000,-11.43
97000,-12.709999999999999
98000,-11.51
99000,-11.03
100000,-12.33
1000,-290.0300000000001
