1000,-3.710000056773424
2000,-0.810000016540289
3000,-0.8700000166893005
4000,-1.1000000216066836
5000,-0.520000009983778
6000,-0.7000000134110451
7000,-0.9000000178813934
8000,-2.040000040829182
9000,-1.1600000232458114
10000,-0.6400000125169754
11000,-0.7800000153481961
12000,-0.6700000129640102
13000,-0.25000000447034837
14000,-0.5300000093877315
15000,-1.1600000225007534
16000,-0.9300000183284283
17000,-0.9200000181794167
18000,-0.20000000298023224
19000,-0.10000000149011612
20000,-0.27000000402331353
21000,-0.7200000137090683
22000,-0.24000000357627868
23000,-0.6900000132620334
24000,-0.5200000084936619
25000,-0.45000000670552254
26000,-0.17000000253319741
27000,-0.5100000090897083
28000,-1.0000000178813935
29000,-0.4900000087916851
30000,-0.34000000506639483
31000,-0.360000005364418
32000,-1.0900000222027302
33000,-0.15000000223517418
34000,-0.30000000447034836
35000,-0.7300000138580799
36000,-0.5500000096857548
37000,-0.180000002682209
38000,-0.27000000402331353
39000,-0.30000000447034836
40000,-0.8700000159442425
41000,-0.10000000149011612
42000,-0.9500000171363354
43000,-0.21000000312924386
44000,-0.2800000041723251
45000,-0.27000000402331353
46000,-0.3300000049173832
47000,-0.2800000041723251
48000,-0.2800000041723251
49000,-0.5500000096857548
50000,-0.6300000116229058
51000,-0.41000000610947607
52000,-0.30000000447034836
53000,-0.6800000131130218
54000,-0.23000000342726706
55000,-0.8000000149011612
56000,-0.15000000223517418
57000,-0.19000000283122062
58000,-0.7100000120699406
59000,-0.2800000041723251
60000,-0.600000011920929
61000,-0.7300000138580799
62000,-0.24000000357627868
63000,-0.6400000125169754
64000,-1.0000000193715095
65000,-0.12000000178813934
66000,-1.040000019967556
67000,-0.22000000327825547
68000,-1.36000002771616
69000,-0.5000000074505806
70000,-0.29000000432133677
71000,-1.070000021904707
72000,-1.2499999962747097
73000,-1.0200000196695327
74000,-0.6800000131130218
75000,-0.6400000110268593
76000,-0.6500000126659871
77000,-0.19000000283122062
78000,-0.12000000178813934
79000,-0.43000000789761544
80000,-0.46000000834465027
81000,-0.27000000402331353
82000,-0.570000009983778
83000,-0.5000000081956386
84000,-0.45000000670552254
85000,-0.04000000059604645
86000,-0.9200000181794167
87000,-0.180000002682209
88000,-0.21000000312924386
89000,-0.6900000132620334
90000,-0.8400000154972076
91000,-0.44000000804662703
92000,-0.4100000075995922
93000,-0.1600000023841858
94000,-0.7300000138580799
95000,-0.5400000095367432
96000,-0.22000000327825547
97000,-0.8500000156462193
98000,-0.4900000087916851
99000,-0.6200000122189522
100000,-0.31000000461935995
